transf_loc,sku,primary_voltage,size_kva,transformer_age,customers,percent_lol,consecutive_months_overloaded,loss_of_life,max_overload,life_expectancy_at_conditions,date_max_overload,IEEE C57.91 Temp/Loading Flags
T 9660,91360,27.6kV,50,26,21,2.27224E-05,0,0.000795044,44.5,35,2021-08-29 0:00,
TE 4873,90600,27.6kV,50,32,10,2.27204E-05,0,0.000794974,27,35,2021-07-06 0:00,
TE 3687,90605,27.6kV,75,12,7,2.27202E-05,0,0.00079497,44.9025,35,2022-01-29 0:00,
TE 3201,90605,27.6kV,75,43,9,2.27187E-05,0,0.000794916,28.5,35,2021-06-06 0:00,
TE 5472,90605,27.6kV,75,34,13,2.27031E-05,0,0.000794369,30,35,2021-08-24 0:00,
TE 1237,90601,27.6kV,50,19,9,2.26991E-05,0,0.000794231,25,35,2021-06-13 0:00,
TE 942,90601,27.6kV,50,2,9,2.26979E-05,0,0.000794187,40.5,35,2021-07-06 0:00,
TE 8274,90601,27.6kV,100,7,13,2.26966E-05,0,0.000794144,41,35,2021-08-28 0:00,
TE 3811,90605,27.6kV,75,38,2,2.26893E-05,0,0.000793888,18.75,35,2021-07-31 0:00,
TE 965,90600,27.6kV,50,27,8,2.26831E-05,0,0.000793672,26,35,2021-08-21 0:00,
TE 8786,90728,27.6kV,500,5,1,2.26786E-05,0,0.000793514,275,35,2021-08-26 0:00,
TE 4122,90601,27.6kV,50,5,8,2.26784E-05,0,0.000793505,24,35,2021-07-25 0:00,
TE 255,90601,27.6kV,50,9,6,2.2667E-05,0,0.000793109,22.5,35,2021-06-27 0:00,
TE 1886,90601,27.6kV,50,10,8,2.26644E-05,0,0.000793018,23.5,35,2021-07-25 0:00,
TE 5742,90600,27.6kV,50,26,14,2.26472E-05,0,0.000792414,24,35,2021-07-05 0:00,
T 10681,91370,27.6kV,100,17,38,2.26466E-05,0,0.000792395,86,35,2021-07-06 0:00,
TE 3595,90605,27.6kV,75,42,8,2.26435E-05,0,0.000792285,42.9375,35,2022-01-29 0:00,
TE 5921,90600,27.6kV,50,24,13,2.26413E-05,0,0.000792208,25.5,35,2021-08-21 0:00,
T 11060,91360,27.6kV,50,11,20,2.2621E-05,0,0.000791496,40,35,2021-06-27 0:00,
TE 5362,90601,27.6kV,50,22,13,2.26126E-05,0,0.000791203,24.5,35,2021-08-11 0:00,
TE 6581,90601,27.6kV,50,21,11,2.26048E-05,0,0.000790932,24.5,35,2021-08-22 0:00,
T 10797,91360,27.6kV,50,15,26,2.2598E-05,0,0.000790693,41,35,2021-07-05 0:00,
TE 4071,90601,27.6kV,50,21,12,2.25928E-05,0,0.000790511,22.5,35,2021-06-28 0:00,
TE 1557,90601,27.6kV,50,13,8,2.25907E-05,0,0.000790439,26,35,2021-08-29 0:00,
TE 5689,90601,27.6kV,50,6,8,2.25893E-05,0,0.000790387,24,35,2021-06-27 0:00,
T 9490,91360,27.6kV,50,28,14,2.25879E-05,0,0.00079034,41,35,2021-08-29 0:00,
TE 2492,90600,27.6kV,50,46,7,2.25879E-05,0,0.000790338,25,35,2021-08-21 0:00,
T 2469,91080,4.16kV,50,30,16,2.25829E-05,0,0.000790164,40,35,2021-08-24 0:00,
TE 5717,90600,27.6kV,50,24,13,2.25818E-05,0,0.000790128,27.5,35,2021-06-06 0:00,
TE 3031,90605,27.6kV,75,44,8,2.25774E-05,0,0.000789973,27,35,2021-07-20 0:00,
TE 8907,90481,27.6kV,500,5,2,2.2567E-05,0,0.000789609,270,35,2021-08-29 0:00,
TE 3594,90605,27.6kV,75,42,8,2.25595E-05,0,0.000789347,41.7525,35,2022-01-29 0:00,
TE 4160,90601,27.6kV,50,2,12,2.25495E-05,0,0.000788996,23.5,35,2021-07-05 0:00,
TE 2892,90601,27.6kV,50,11,11,2.25485E-05,0,0.000788959,25,35,2021-08-25 0:00,
TE 3108,90601,27.6kV,50,6,9,2.25341E-05,0,0.000788459,25,35,2021-06-06 0:00,
TE 2844,90601,27.6kV,50,19,11,2.25335E-05,0,0.000788438,27.5,35,2021-08-29 0:00,
TE 8457,90601,27.6kV,50,8,12,2.25186E-05,0,0.000787914,27,35,2021-08-28 0:00,
T 11794,91360,27.6kV,50,5,25,2.2514E-05,0,0.000787753,45,35,2021-06-27 0:00,
TE 1824,90601,27.6kV,50,7,7,2.25009E-05,0,0.000787297,21,35,2021-07-06 0:00,
TE 166,90601,27.6kV,50,22,7,2.24968E-05,0,0.000787153,30.45,35,2022-01-29 0:00,
T 11848,91360,27.6kV,50,3,21,2.24934E-05,0,0.000787033,42.5,35,2021-07-06 0:00,
T 8578,91350,27.6kV,25,16,3,2.24797E-05,0,0.000786553,24,35,2021-06-27 0:00,
T 2635,91080,4.16kV,50,20,14,2.24737E-05,0,0.000786344,43.5,35,2021-08-29 0:00,
TE 1672,90604,27.6kV,75,11,10,2.24682E-05,0,0.000786151,34.95,35,2022-02-26 0:00,
TE 3175,90605,27.6kV,75,42,17,2.24609E-05,0,0.000785896,24,35,2021-06-06 0:00,
TE 6376,90601,27.6kV,50,6,9,2.2452E-05,0,0.000785586,27,35,2021-06-29 0:00,
TE 2438,90600,27.6kV,50,46,11,2.24422E-05,0,0.00078524,25.5,35,2021-08-28 0:00,
TE 3808,90605,27.6kV,75,36,9,2.24419E-05,0,0.000785231,31.5,35,2021-07-05 0:00,
TE 8831,90481,27.6kV,500,4,2,2.24398E-05,0,0.000785156,235,35,2021-06-28 0:00,
T 5115,91075,4.16kV,37,70,12,2.24345E-05,0,0.000784971,26.64,35,2021-07-05 0:00,
TE 2071,90601,27.6kV,50,11,12,2.24322E-05,0,0.000784892,24.5,35,2021-08-21 0:00,
TE 8171,90601,27.6kV,50,11,10,2.2431E-05,0,0.000784851,25,35,2021-08-11 0:00,
T 885,91080,4.16kV,50,61,14,2.24285E-05,0,0.000784761,43,35,2021-07-07 0:00,
TE 1559,90601,27.6kV,50,11,7,2.24216E-05,0,0.000784521,27.5,35,2021-07-06 0:00,
TE 338,90600,27.6kV,50,29,5,2.24188E-05,0,0.000784424,28.5,35,2021-08-04 0:00,
TE 301,90601,27.6kV,50,9,8,2.2408E-05,0,0.000784046,26.62,35,2021-12-19 0:00,
TE 2271,90605,27.6kV,75,47,12,2.24079E-05,0,0.000784043,30,35,2021-06-06 0:00,
TE 6350,90601,27.6kV,50,21,7,2.23964E-05,0,0.00078364,25,35,2021-07-06 0:00,
TE 953,90601,27.6kV,50,10,6,2.23959E-05,0,0.000783621,26.5,35,2021-07-18 0:00,
T 8095,91355,27.6kV,37,18,7,2.23956E-05,0,0.000783612,26.64,35,2021-06-27 0:00,
TE 691,90600,27.6kV,50,30,10,2.23948E-05,0,0.000783582,29,35,2021-08-19 0:00,
TE 6083,90605,27.6kV,75,21,9,2.23904E-05,0,0.00078343,28.5,35,2021-07-26 0:00,
TE 4874,90605,27.6kV,75,32,15,2.2387E-05,0,0.00078331,28.5,35,2021-08-29 0:00,
TE 333,90601,27.6kV,50,10,9,2.23637E-05,0,0.000782495,26.5,35,2021-08-09 0:00,
TE 3793,90605,27.6kV,75,37,14,2.23602E-05,0,0.000782371,28.5,35,2021-08-21 0:00,
TE 3976,90605,27.6kV,75,36,11,2.23555E-05,0,0.000782208,27,35,2021-07-05 0:00,
TE 3596,90605,27.6kV,75,42,8,2.23384E-05,0,0.000781608,42.2175,35,2022-01-27 0:00,
TE 5322,90605,27.6kV,75,30,15,2.23361E-05,0,0.00078153,25.5,35,2021-07-18 0:00,
TE 2526,90601,27.6kV,50,5,8,2.23305E-05,0,0.000781334,20.5,35,2021-07-01 0:00,
TE 5504,90601,27.6kV,50,15,8,2.23144E-05,0,0.000780769,23,35,2021-07-05 0:00,
T 2204,91080,4.16kV,50,37,19,2.23094E-05,0,0.000780594,42.5,35,2021-08-29 0:00,
TE 2049,90430,27.6kV,225,49,1,2.22972E-05,0,0.000780169,126,35,2021-06-28 0:00,
TE 261,90601,27.6kV,50,22,7,2.22971E-05,0,0.000780166,24.5,35,2021-06-13 0:00,
TE 5249,90600,27.6kV,50,24,12,2.22884E-05,0,0.000779861,24,35,2021-08-29 0:00,
T 2553,91080,4.16kV,50,17,11,2.22794E-05,0,0.000779546,37,35,2021-08-28 0:00,
TE 992,90601,27.6kV,50,19,6,2.22671E-05,0,0.000779116,22,35,2021-08-29 0:00,
TE 4367,90605,27.6kV,75,36,14,2.2258E-05,0,0.000778795,26.25,35,2021-08-29 0:00,
T 4136,91075,4.16kV,37,59,9,2.22553E-05,0,0.000778702,25.9,35,2021-06-28 0:00,
TE 2483,90605,27.6kV,75,24,11,2.22534E-05,0,0.000778635,32.61,35,2022-01-15 0:00,
T 8995,91365,27.6kV,75,30,19,2.22527E-05,0,0.000778611,61.5,35,2021-08-29 0:00,
TE 254,90601,27.6kV,50,9,9,2.22508E-05,0,0.000778544,24,35,2021-08-29 0:00,
TE 2405,90600,27.6kV,50,47,8,2.22315E-05,0,0.000777869,24.5,35,2021-08-27 0:00,
TE 9257,90601,27.6kV,50,4,10,2.22196E-05,0,0.000777453,22.5,35,2021-06-06 0:00,
TE 4795,90605,27.6kV,75,33,16,2.22185E-05,0,0.000777416,32.25,35,2021-08-29 0:00,
TE 1897,90425,27.6kV,150,1,1,2.22178E-05,0,0.000777389,72,35,2021-06-28 0:00,
TE 5826,90600,27.6kV,50,25,14,2.22151E-05,0,0.000777294,23,35,2021-06-11 0:00,
TE 2870,90465,27.6kV,225,35,1,2.22114E-05,0,0.000777166,123.75,35,2021-06-28 0:00,
T 8911,91360,27.6kV,50,35,17,2.2203E-05,0,0.000776871,38,35,2021-06-28 0:00,
T 11356,91350,27.6kV,75,9,6,2.21986E-05,0,0.000776717,51.12,35,2022-01-30 0:00,
TE 199,90601,27.6kV,50,22,6,2.21959E-05,0,0.000776624,24.5,35,2021-06-06 0:00,
T 10886,91345,27.6kV,10,15,1,2.21929E-05,0,0.00077652,11,35,2021-08-06 0:00,
TE 7350,90728,27.6kV,500,32,1,2.21919E-05,0,0.000776485,288.65,35,2021-11-23 0:00,
TE 397,90600,27.6kV,50,25,8,2.21841E-05,0,0.000776209,25.5,35,2021-08-12 0:00,
T 11150,91370,27.6kV,100,10,63,2.21823E-05,0,0.000776149,79.64,35,2022-01-22 0:00,
T 11520,91365,27.6kV,75,7,24,2.21737E-05,0,0.000775846,58.5,35,2021-07-05 0:00,
TE 4196,90601,27.6kV,50,6,10,2.21709E-05,0,0.000775747,23,35,2021-07-05 0:00,
TE 4158,90605,27.6kV,75,35,14,2.21563E-05,0,0.000775239,30,35,2021-08-24 0:00,
TE 4969,90605,27.6kV,75,32,15,2.2152E-05,0,0.000775089,27,35,2021-08-08 0:00,
TE 7969,90601,27.6kV,50,13,14,2.21452E-05,0,0.000774848,24,35,2021-07-05 0:00,
T 11249,91360,27.6kV,50,5,14,2.21373E-05,0,0.000774572,42.445,35,2022-02-19 0:00,
TE 311,90601,27.6kV,50,9,8,2.21311E-05,0,0.000774355,26.515,35,2021-11-04 0:00,
TE 1656,90604,27.6kV,75,9,11,2.21303E-05,0,0.000774328,39.9825,35,2022-01-20 0:00,
TE 8082,90601,27.6kV,50,12,9,2.21172E-05,0,0.000773871,26,35,2021-08-28 0:00,
TE 1944,90601,27.6kV,50,3,8,2.21151E-05,0,0.000773798,28,35,2021-07-25 0:00,
TE 5082,90600,27.6kV,50,32,13,2.20903E-05,0,0.00077293,22.5,35,2021-08-29 0:00,
TE 5854,90600,27.6kV,50,25,12,2.20902E-05,0,0.000772926,25.5,35,2021-08-29 0:00,
TE 6303,90601,27.6kV,50,22,12,2.20813E-05,0,0.000772614,22,35,2021-07-05 0:00,
TE 5818,90600,27.6kV,50,25,9,2.2081E-05,0,0.000772602,24.5,35,2021-08-29 0:00,
TE 6020,90600,27.6kV,50,24,11,2.20778E-05,0,0.000772492,24.5,35,2021-08-29 0:00,
TE 5321,90601,27.6kV,50,6,12,2.20694E-05,0,0.000772197,25.5,35,2021-08-29 0:00,
T 8543,91355,27.6kV,37,37,15,2.20582E-05,0,0.000771806,28.86,35,2021-06-06 0:00,
TE 2398,90601,27.6kV,50,11,9,2.20574E-05,0,0.000771779,26,35,2021-08-29 0:00,
T 10222,91360,27.6kV,50,22,16,2.20471E-05,0,0.000771417,48.84,35,2022-02-15 0:00,
TE 2380,90605,27.6kV,75,47,8,2.20412E-05,0,0.000771211,25.5,35,2021-07-07 0:00,
TE 9321,90728,27.6kV,500,3,10,2.20398E-05,0,0.000771162,270,35,2021-08-26 0:00,
T 11103,91365,27.6kV,75,10,25,2.2039E-05,0,0.000771134,60,35,2021-07-05 0:00,
T 9709,91365,27.6kV,75,28,50,2.2038E-05,0,0.000771097,53.25,35,2021-08-22 0:00,
T 987,91080,4.16kV,50,20,22,2.20332E-05,0,0.00077093,41,35,2021-06-28 0:00,
T 9843,91345,27.6kV,10,11,1,2.20326E-05,0,0.00077091,12.76,35,2022-01-22 0:00,
TE 3422,90601,27.6kV,50,8,10,2.20222E-05,0,0.000770546,23,35,2021-06-06 0:00,
TE 2901,90601,27.6kV,50,19,1,2.20161E-05,0,0.000770333,18.5,35,2021-06-06 0:00,
T 11531,91360,27.6kV,50,7,14,2.20072E-05,0,0.000770021,37.5,35,2021-08-28 0:00,
TE 2830,90604,27.6kV,75,9,13,2.20068E-05,0,0.000770007,33.6975,35,2022-01-30 0:00,
TE 5853,90600,27.6kV,50,27,11,2.20065E-05,0,0.000769997,25.5,35,2021-06-05 0:00,
TE 6397,90601,27.6kV,50,22,12,2.19934E-05,0,0.000769537,26.5,35,2021-07-20 0:00,
TE 5197,90600,27.6kV,50,30,12,2.1992E-05,0,0.000769489,25.5,35,2021-08-22 0:00,
T 8888,91365,27.6kV,75,30,25,2.19878E-05,0,0.000769343,58.5,35,2021-08-29 0:00,
TE 3040,90605,27.6kV,75,44,10,2.19847E-05,0,0.000769232,30,35,2021-08-23 0:00,
TE 2673,90605,27.6kV,75,12,11,2.19748E-05,0,0.000768886,47.58,35,2022-01-29 0:00,
TE 3199,90601,27.6kV,50,11,7,2.19703E-05,0,0.000768729,28,35,2021-05-21 0:00,
TE 5858,90600,27.6kV,50,25,12,2.19679E-05,0,0.000768647,26,35,2021-07-05 0:00,
T 10690,91365,27.6kV,75,17,39,2.1966E-05,0,0.00076858,57.75,35,2021-08-29 0:00,
T 9494,91360,27.6kV,50,28,23,2.19549E-05,0,0.000768189,37.5,35,2021-08-22 0:00,
TE 542,90601,27.6kV,50,10,8,2.19473E-05,0,0.000767925,29,35,2021-08-29 0:00,
T 11082,91370,27.6kV,100,10,44,2.19467E-05,0,0.000767903,76,35,2021-08-09 0:00,
TE 1651,90604,27.6kV,75,9,11,2.19307E-05,0,0.000767343,28.5,35,2021-06-28 0:00,
TE 3992,90601,27.6kV,50,22,10,2.19087E-05,0,0.000766575,23,35,2021-08-09 0:00,
TE 5757,90600,27.6kV,50,26,11,2.19072E-05,0,0.000766522,22,35,2021-06-28 0:00,
TE 5744,90600,27.6kV,50,26,10,2.19054E-05,0,0.000766458,24,35,2021-07-05 0:00,
TE 9203,90601,27.6kV,50,4,9,2.19014E-05,0,0.000766318,27,35,2021-08-15 0:00,
TE 1412,90600,27.6kV,50,26,1,2.18993E-05,0,0.000766245,16,35,2021-06-08 0:00,
TE 5571,90600,27.6kV,50,26,14,2.18774E-05,0,0.000765479,22,35,2021-08-29 0:00,
TE 7388,90601,27.6kV,50,17,12,2.18757E-05,0,0.000765422,22,35,2021-08-07 0:00,
TE 4646,90600,27.6kV,50,34,11,2.1871E-05,0,0.000765257,22.5,35,2021-08-25 0:00,
TE 2093,90601,27.6kV,50,12,13,2.18705E-05,0,0.00076524,23.5,35,2021-08-26 0:00,
TE 5883,90728,27.6kV,500,19,1,2.18689E-05,0,0.000765182,280,35,2021-08-11 0:00,
TE 940,90601,27.6kV,50,19,9,2.18542E-05,0,0.000764667,23.5,35,2021-07-06 0:00,
TE 2782,90605,27.6kV,75,46,13,2.18474E-05,0,0.000764428,28.5,35,2021-06-06 0:00,
T 9231,91360,27.6kV,50,29,18,2.18456E-05,0,0.000764365,43,35,2021-08-29 0:00,
TE 5690,90600,27.6kV,50,27,13,2.18403E-05,0,0.00076418,25,35,2021-07-05 0:00,
TE 398,90600,27.6kV,50,26,7,2.18326E-05,0,0.000763911,23,35,2021-08-26 0:00,
T 9202,91360,27.6kV,50,29,13,2.18286E-05,0,0.000763773,45,35,2021-06-06 0:00,
TE 6096,90585,27.6kV,75,21,8,2.1818E-05,0,0.0007634,27.75,35,2021-08-29 0:00,
T 10643,91360,27.6kV,50,18,25,2.18112E-05,0,0.000763162,39,35,2021-07-06 0:00,
T 9438,91425,27.6kV,501,4,1,2.18094E-05,0,0.000763102,285.57,35,2021-05-18 0:00,
TE 279,90601,27.6kV,50,10,8,2.18051E-05,0,0.000762951,21.5,35,2021-05-25 0:00,
T 10196,91345,27.6kV,10,9,1,2.1805E-05,0,0.000762944,9.1,35,2021-06-21 0:00,
TE 4006,90601,27.6kV,50,11,13,2.17929E-05,0,0.000762523,26.43,35,2021-11-21 0:00,
TE 2326,90601,27.6kV,50,9,8,2.17905E-05,0,0.000762437,25.5,35,2021-07-04 0:00,
T 11220,91370,27.6kV,100,9,34,2.17803E-05,0,0.000762082,81,35,2021-08-24 0:00,
T 9606,91360,27.6kV,50,32,13,2.17766E-05,0,0.000761953,41.5,35,2021-08-22 0:00,
TE 944,90601,27.6kV,50,20,9,2.17743E-05,0,0.000761871,28.5,35,2021-06-12 0:00,
TE 2091,90601,27.6kV,50,12,11,2.17735E-05,0,0.000761845,20.69,35,2021-11-14 0:00,
TE 9452,90601,27.6kV,50,2,14,2.17638E-05,0,0.000761505,32.5,35,2021-05-05 0:00,
TE 5612,90600,27.6kV,50,26,10,2.17416E-05,0,0.000760728,21,35,2021-05-21 0:00,
T 10632,91370,27.6kV,100,23,50,2.17358E-05,0,0.000760524,78,35,2021-06-28 0:00,
T 11202,91365,27.6kV,75,9,22,2.17216E-05,0,0.000760026,63,35,2021-06-06 0:00,
TE 6098,90585,27.6kV,75,21,6,2.17206E-05,0,0.000759993,24,35,2021-06-13 0:00,
TE 7913,90601,27.6kV,50,14,14,2.17198E-05,0,0.000759963,25.5,35,2021-08-29 0:00,
TE 4351,90601,27.6kV,50,10,7,2.17123E-05,0,0.000759702,22.5,35,2021-06-06 0:00,
TE 1150,90601,27.6kV,50,10,8,2.17048E-05,0,0.000759441,24,35,2021-07-25 0:00,
TE 5000,90600,27.6kV,50,32,8,2.1697E-05,0,0.000759169,23.5,35,2021-09-14 0:00,
TE 4580,90605,27.6kV,75,34,10,2.16959E-05,0,0.00075913,25.5,35,2021-07-06 0:00,
TE 927,90601,27.6kV,50,9,7,2.16873E-05,0,0.000758827,21,35,2021-07-25 0:00,
TE 8959,90601,27.6kV,50,4,13,2.16864E-05,0,0.000758797,45.09,35,2022-01-27 0:00,
TE 4657,90725,27.6kV,500,35,1,2.16647E-05,0,0.000758036,175,35,2021-08-26 0:00,
TE 5008,90600,27.6kV,50,32,11,2.16448E-05,0,0.00075734,26.5,35,2021-07-25 0:00,
TE 6031,90723,27.6kV,300,11,1,2.16285E-05,0,0.00075677,156,35,2021-06-28 0:00,
TE 1787,90601,27.6kV,50,15,8,2.1623E-05,0,0.000756577,24.18,35,2022-01-15 0:00,
T 9150,91360,27.6kV,50,29,19,2.16028E-05,0,0.00075587,48.79,35,2022-02-10 0:00,
TE 5050,90601,27.6kV,50,4,11,2.15893E-05,0,0.000755398,23.09,35,2022-03-13 0:00,
T 11487,91365,27.6kV,225,7,105,2.15731E-05,0,0.000754832,173.25,35,2021-07-05 0:00,
T 9239,91360,27.6kV,50,29,20,2.15712E-05,0,0.000754766,40.5,35,2021-06-06 0:00,
T 11338,91365,27.6kV,75,9,26,2.15665E-05,0,0.000754601,61.5,35,2021-08-29 0:00,
TE 8612,90723,27.6kV,300,7,13,2.15535E-05,0,0.000754146,159,35,2021-07-31 0:00,
TE 6018,90601,27.6kV,50,22,12,2.15446E-05,0,0.000753835,21,35,2021-08-12 0:00,
TE 2710,90600,27.6kV,50,44,8,2.15402E-05,0,0.000753682,22,35,2021-07-04 0:00,
TE 304,90601,27.6kV,50,9,8,2.15379E-05,0,0.0007536,25,35,2021-07-25 0:00,
TE 6254,90600,27.6kV,50,23,10,2.15315E-05,0,0.000753378,23.5,35,2021-08-08 0:00,
TE 8330,90601,27.6kV,50,10,5,2.15286E-05,0,0.000753275,20,35,2021-07-06 0:00,
TE 5815,90601,27.6kV,50,2,11,2.15284E-05,0,0.000753268,25,35,2021-08-24 0:00,
TE 758,90601,27.6kV,50,9,7,2.15189E-05,0,0.000752935,23,35,2021-08-09 0:00,
TE 1007,90601,27.6kV,50,12,7,2.15096E-05,0,0.00075261,24,35,2021-07-07 0:00,
TE 8209,90601,27.6kV,50,11,10,2.15051E-05,0,0.000752454,24.5,35,2021-06-05 0:00,
TE 2324,90600,27.6kV,50,47,5,2.14949E-05,0,0.000752097,21.5,35,2021-06-06 0:00,
TE 403,90600,27.6kV,50,25,10,2.14945E-05,0,0.000752082,24,35,2021-07-05 0:00,
T 5296,91070,4.16kV,25,71,8,2.1489E-05,0,0.000751891,25.52,35,2022-01-29 0:00,
TE 8986,90601,27.6kV,50,4,9,2.14856E-05,0,0.000751772,33.12,35,2022-02-11 0:00,
TE 2571,90604,27.6kV,75,15,9,2.14851E-05,0,0.000751751,35.9175,35,2022-01-30 0:00,
TE 7574,90601,27.6kV,50,16,9,2.14776E-05,0,0.000751492,23,35,2021-08-12 0:00,
TE 2407,90430,27.6kV,225,47,16,2.1475E-05,0,0.000751398,132.75,35,2021-08-26 0:00,
TE 5933,90600,27.6kV,50,24,13,2.14652E-05,0,0.000751057,25,35,2021-08-28 0:00,
T 11565,91468,27.6kV,50,7,21,2.14463E-05,0,0.000750394,46,35,2021-06-06 0:00,
TE 3030,90605,27.6kV,75,44,7,2.14455E-05,0,0.000750369,22.5,35,2021-08-19 0:00,
TE 5516,90115,4.16kV,75,54,11,2.14444E-05,0,0.00075033,25.5,35,2021-06-20 0:00,
TE 6699,90608,27.6kV,100,22,74,2.1438E-05,0,0.000750104,75.49,35,2022-01-31 0:00,
TE 3445,90601,27.6kV,50,7,17,2.14336E-05,0,0.00074995,37.485,35,2022-01-15 0:00,
TE 5080,90600,27.6kV,50,32,12,2.14329E-05,0,0.000749928,18.98,35,2021-10-11 0:00,
TE 231,90601,27.6kV,50,10,8,2.14245E-05,0,0.000749631,26,35,2021-08-22 0:00,
TE 1704,90083,4.16kV,50,3,8,2.14195E-05,0,0.000749458,27.89,35,2022-02-19 0:00,
TE 924,90601,27.6kV,50,10,7,2.14182E-05,0,0.000749413,26,35,2021-08-29 0:00,
TE 2575,90605,27.6kV,75,46,8,2.1406E-05,0,0.000748987,47.8575,35,2022-01-15 0:00,
TE 5836,90601,27.6kV,50,8,10,2.14042E-05,0,0.000748923,23,35,2021-07-25 0:00,
T 2242,91080,4.16kV,50,21,14,2.13929E-05,0,0.000748528,42.5,35,2021-08-22 0:00,
TE 8258,90601,27.6kV,50,10,9,2.13923E-05,0,0.000748506,21,35,2021-06-06 0:00,
TE 2600,90728,27.6kV,500,2,9,2.13818E-05,0,0.000748138,280,35,2021-08-29 0:00,
T 8741,91365,27.6kV,75,32,35,2.13681E-05,0,0.00074766,55.5,35,2021-08-25 0:00,
T 1227,91070,4.16kV,25,61,6,2.13638E-05,0,0.000747508,24.25,35,2021-08-22 0:00,
TE 3868,90601,27.6kV,50,6,7,2.13619E-05,0,0.000747441,24,35,2021-08-20 0:00,
T 11171,91370,27.6kV,100,10,32,2.13595E-05,0,0.000747357,78,35,2021-07-06 0:00,
TE 6085,90605,27.6kV,75,21,7,2.13483E-05,0,0.000746966,22.5,35,2021-07-15 0:00,
TE 9461,90601,27.6kV,50,2,18,2.1341E-05,0,0.000746711,22.97,35,2022-01-22 0:00,
T 9595,91420,27.6kV,300,27,15,2.13378E-05,0,0.000746598,273,35,2021-08-26 0:00,
T 8953,91365,27.6kV,75,30,29,2.13377E-05,0,0.000746594,59.25,35,2021-08-29 0:00,
T 9063,91365,27.6kV,75,18,22,2.13301E-05,0,0.00074633,57.75,35,2021-06-06 0:00,
TE 2717,90600,27.6kV,50,45,16,2.13247E-05,0,0.000746139,21,35,2021-08-07 0:00,
TE 3682,90608,27.6kV,100,3,12,2.13207E-05,0,0.000746002,76,35,2021-08-23 0:00,
T 10443,91345,27.6kV,30,28,1,2.13184E-05,0,0.00074592,24.063,35,2022-02-14 0:00,
TE 5795,90601,27.6kV,50,9,10,2.13163E-05,0,0.000745847,22.5,35,2021-08-28 0:00,
TE 4871,90605,27.6kV,75,32,13,2.13106E-05,0,0.000745647,30,35,2021-09-07 0:00,
TE 2523,90605,27.6kV,75,46,10,2.13007E-05,0,0.0007453,21.75,35,2021-06-20 0:00,
TE 6146,90560,27.6kV,50,34,1,2.12923E-05,0,0.000745008,18,35,2021-06-06 0:00,
TE 2481,90601,27.6kV,50,19,9,2.12912E-05,0,0.00074497,36.4,35,2022-01-16 0:00,
TE 4157,90605,27.6kV,75,35,15,2.12872E-05,0,0.000744828,24,35,2021-05-23 0:00,
TE 2236,90600,27.6kV,50,34,8,2.12857E-05,0,0.000744776,21,35,2021-06-06 0:00,
TE 2349,90605,27.6kV,75,47,8,2.12837E-05,0,0.000744706,24.75,35,2021-08-26 0:00,
TE 2953,90605,27.6kV,75,32,8,2.12752E-05,0,0.00074441,29.25,35,2021-08-23 0:00,
TE 2484,90605,27.6kV,75,46,10,2.12719E-05,0,0.000744293,31.5,35,2021-06-28 0:00,
TE 8943,90601,27.6kV,50,5,9,2.12711E-05,0,0.000744265,22,35,2021-08-29 0:00,
TE 6154,90084,4.16kV,75,36,4,2.1264E-05,0,0.000744016,22.5,35,2021-06-26 0:00,
TE 45,90601,27.6kV,50,7,18,2.12615E-05,0,0.000743929,20,35,2021-08-29 0:00,
T 11071,91360,27.6kV,50,11,22,2.12584E-05,0,0.00074382,36,35,2021-07-26 0:00,
TE 6491,90601,27.6kV,50,4,12,2.12495E-05,0,0.00074351,24,35,2021-08-09 0:00,
TE 1056,90470,27.6kV,300,42,1,2.12489E-05,0,0.000743488,177,35,2021-06-29 0:00,
TE 3442,90601,27.6kV,50,7,8,2.12466E-05,0,0.000743407,22.5,35,2021-08-29 0:00,
TE 5358,90605,27.6kV,75,43,6,2.12275E-05,0,0.000742739,24.75,35,2021-07-25 0:00,
TE 1282,90604,27.6kV,75,18,12,2.12269E-05,0,0.00074272,41.8275,35,2022-02-14 0:00,
TE 4579,90605,27.6kV,75,34,15,2.12227E-05,0,0.000742573,29.25,35,2021-08-22 0:00,
T 2122,91070,4.16kV,25,61,5,2.1219E-05,0,0.000742444,25.25,35,2021-08-29 0:00,
TE 4608,90605,27.6kV,75,34,10,2.12134E-05,0,0.000742247,29.25,35,2021-06-27 0:00,
TE 235,90601,27.6kV,50,9,6,2.1202E-05,0,0.000741848,23.5,35,2021-08-24 0:00,
TE 5693,90728,27.6kV,500,9,6,2.12019E-05,0,0.000741844,245,35,2021-08-09 0:00,
TE 5919,90601,27.6kV,50,2,10,2.11965E-05,0,0.000741655,23,35,2021-07-06 0:00,
TE 1016,90601,27.6kV,50,12,7,2.11961E-05,0,0.000741641,22.5,35,2021-07-05 0:00,
TE 1734,90723,27.6kV,300,18,5,2.11905E-05,0,0.000741444,168,35,2021-06-09 0:00,
TE 313,90601,27.6kV,50,9,6,2.11876E-05,0,0.000741342,25.5,35,2021-06-12 0:00,
T 9975,91358,27.6kV,25,36,2,2.11868E-05,0,0.000741315,28.83,35,2022-01-10 0:00,
TE 861,90601,27.6kV,50,12,10,2.11777E-05,0,0.000740997,23,35,2021-08-29 0:00,
